,Guessed_Champion,Actual_Champion,Comparison
0,Gnar,Rammus,GRRRORR
0,Gnar,Rek'Sai,RRRRORG
0,Gnar,Rell,RRRRORR
0,Gnar,Renata Glasc,RRRRORR
0,Gnar,Renekton,GGRRORR
0,Gnar,Rengar,GORRORR
0,Gnar,Riven,RGRRORR
0,Gnar,Rumble,GOGRORR
0,Gnar,Ryze,GORRORR
0,Gnar,Samira,RRRRORR
0,Gnar,Searphine,RRRRORR
0,Gnar,Sejuani,RRRROGR
0,Gnar,Senna,RRRRORR
0,Gnar,Sett,GGRRORR
0,Gnar,Shaco,GRRRORR
0,Gnar,Shen,GGRRORR
0,Gnar,Shyvana,RRRRORR
0,Gnar,Singed,GGRRORR
0,Gnar,Sion,GGRRORR
0,Gnar,Sivir,RRRRORR
0,Gnar,Skarner,GRRRORR
0,Gnar,Sona,RRRRORR
0,Gnar,Soraka,RRRRORR
0,Gnar,Swain,GRRRORR
0,Gnar,Sylas,GGRROOR
0,Gnar,Syndra,RRRRORR
0,Gnar,Tahm Kench,GORRORR
0,Gnar,Taliyah,RRRRORR
0,Gnar,Talon,GRRRORR
0,Gnar,Taric,GRRRORR
0,Gnar,Teemo,GGGRORR
0,Gnar,Thresh,GRRRORR
0,Gnar,Tristana,RRGRORR
0,Gnar,Trundle,GORROGR
0,Gnar,Tryndamere,GGRROGR
0,Gnar,Twisted Fate,GRRRORR
0,Gnar,Twitch,GRRRORR
0,Gnar,Udyr,GORROOR
0,Gnar,Urgot,GGRRORR
0,Gnar,Varus,GRRRORR
0,Gnar,Vayne,RORRORR
0,Gnar,Veigar,GRGRORR
0,Gnar,Vel'Koz,GRRRORG
0,Gnar,Vex,RRGRORR
0,Gnar,Vi,RRRRORR
0,Gnar,Viego,GRRRORR
0,Gnar,Viktor,GRRRORR
0,Gnar,Vladimir,GRRRORR
0,Gnar,Volibear,GORROGR
0,Gnar,Warwick,GORRORR
0,Gnar,Wukong,GORRORR
0,Gnar,Xayah,RRRRORR
0,Gnar,Xerath,GRRRORR
0,Gnar,Xin Zhao,GRRRORR
0,Gnar,Yasuo,GRRRORR
0,Gnar,Yone,GORRORR
0,Gnar,Yorick,GGRRORR
0,Gnar,Yuumi,RRRRORR
0,Gnar,Zac,GRRRORR
0,Gnar,Zed,GRRRORR
0,Gnar,Zeri,RRRRORR
0,Gnar,Ziggs,GRGRORR
0,Gnar,Zilean,GRRRORR
0,Gnar,Zoe,RRRRORR
0,Gnar,Zyra,RRRRORR
0,Gragas,Aatrox,GORRGRR
0,Gragas,Ahri,RRRGRRR
0,Gragas,Akali,ROGRGRR
0,Gragas,Akshan,GOGGRRR
0,Gragas,Alistar,GRRGGRR
0,Gragas,Amumu,GORGGRR
0,Gragas,Anivia,RRRGRGR
0,Gragas,Annie,RROGRRR
0,Gragas,Aphelios,GROGRRR
0,Gragas,Ashe,RROGRGR
0,Gragas,Aurelion Sol,GRRGRRR
0,Gragas,Azir,GRRGRRR
0,Gragas,Bard,GRRGRRR
0,Gragas,Bel'Veth,RORRGRR
0,Gragas,Blitzcrank,RRRGGRR
0,Gragas,Brand,GROGROR
0,Gragas,Braum,GROGGGR
0,Gragas,Briar,RORRGRR
0,Gragas,Caitlyn,RRGGRRR
0,Gragas,Camille,ROOGGRR
0,Gragas,Cassiopeia,RROGRRG
0,Gragas,Cho'Gath,GORGGRR
0,Gragas,Corki,GRRGRRR
0,Gragas,Darius,GOGGGRR
0,Gragas,Diana,ROOGGRR
0,Gragas,Dr. Mundo,GOORGRR
0,Gragas,Draven,GRGGRRR
0,Gragas,Ekko,GOGGGRR
0,Gragas,Elise,ROOGORR
0,Gragas,Evelynn,RORGGRR
0,Gragas,Ezreal,GROGRRG
0,Gragas,Fiddlesticks,RORGRRR
0,Gragas,Fiora,ROGGGRR
0,Gragas,Fizz,GRRGGRR
0,Gragas,Galio,GRRGGRG
0,Gragas,Gangplank,GOGGGRR
0,Gragas,Garen,GOGRGRG
0,Gragas,Gnar,GORROGR
0,Gragas,Gragas,GGGGGGG
0,Gragas,Graves,GOGGRRR
0,Gragas,Gwen,ROOGGRR
0,Gragas,Hecarim,GORGGRR
0,Gragas,Heimerdinger,GRRGRRR
0,Gragas,Illaoi,ROOGGRR
0,Gragas,Irelia,ROOGGRG
0,Gragas,Ivern,GOOGROR
0,Gragas,Janna,RRRGRRR
0,Gragas,Jarvan IV,GOGGGRR
0,Gragas,Jax,GGRGGRR
0,Gragas,Jayce,GOGGORR
0,Gragas,Jhin,GROGRRR
0,Gragas,Jinx,RROGRRR
0,Gragas,K'Sante,GOGGGRR
0,Gragas,Kai'Sa,RROGRRR
0,Gragas,Kalista,RRRGRRR
0,Gragas,Karma,RROGRRR
0,Gragas,Karthus,GORGRRR
0,Gragas,Kassadin,GROGGRR
0,Gragas,Katarina,RRGRGRR
0,Gragas,Kayle,ROOGORR
0,Gragas,Kayn,GOOGGRR
0,Gragas,Kennen,GORRRRG
0,Gragas,Kha'Zix,GORGGRR
0,Gragas,Kindred,RORGRRR
0,Gragas,Kled,GORRGRR
0,Gragas,Kog'Maw,GRRGRRG
0,Gragas,LeBlanc,RROGRRG
0,Gragas,Lee Sin,GOORGRR
0,Gragas,Leona,RROGGRR
0,Gragas,Lillia,RORGGRR
0,Gragas,Lissandra,RROGRGR
0,Gragas,Lucian,GRGGRRR
0,Gragas,Lulu,RRRGRRR
0,Gragas,Lux,RROGRRG
0,Gragas,Malphite,GORGGRR
0,Gragas,Malzahar,GROGRRG
0,Gragas,Maokai,GORGGRR
0,Gragas,Master Yi,GOOGGRR
0,Gragas,Millio,GROGRRR
0,Gragas,Miss Fortune,RRGGRRG
0,Gragas,Mordekaiser,GORRGRG
0,Gragas,Morgana,RROGRRR
0,Gragas,Naafiri,RRRGGRR
0,Gragas,Nami,RRRGRRG
0,Gragas,Nasus,GORGGRR
0,Gragas,Nautilus,GRRGGRR
0,Gragas,Neeko,RRRGRRR
0,Gragas,Nidalee,ROOGRRR
0,Gragas,Nilah,RROGGRR
0,Gragas,Nocturne,GORGGRR
0,Gragas,Nunu & Willump,GOOGGGR
0,Gragas,Olaf,GGOGGGG
0,Gragas,Orianna,RRRGRRR
0,Gragas,Ornn,GORGGGR
0,Gragas,Pantheon,GOOGGRG
0,Gragas,Poppy,RGRGGRG
0,Gragas,Pyke,GRRGGRR
0,Gragas,Qiyana,RROGGRR
0,Gragas,Quinn,ROGGRRR
0,Gragas,Rakan,GRRGGRR
0,Gragas,Rammus,GORGGRR
0,Gragas,Rek'Sai,RORGGRR
0,Gragas,Rell,RROGGRR
0,Gragas,Renata Glasc,RROGRRR
0,Gragas,Renekton,GORRGRR
0,Gragas,Rengar,GGRRGRR
0,Gragas,Riven,ROGRGRR
0,Gragas,Rumble,GORRGRR
0,Gragas,Ryze,GOOGRRR
0,Gragas,Samira,RRGGRRR
0,Gragas,Searphine,RROGRRR
0,Gragas,Sejuani,ROOGGGR
0,Gragas,Senna,RROGRRR
0,Gragas,Sett,GOORGRR
0,Gragas,Shaco,GORGGRR
0,Gragas,Shen,GOORGRG
0,Gragas,Shyvana,RORRGRR
0,Gragas,Singed,GOOGGRR
0,Gragas,Sion,GORGGRR
0,Gragas,Sivir,RRGGRRR
0,Gragas,Skarner,GORGGRR
0,Gragas,Sona,RROGRRG
0,Gragas,Soraka,RRRGRRR
0,Gragas,Swain,GROGRRG
0,Gragas,Sylas,GOOGGOR
0,Gragas,Syndra,RROGRRR
0,Gragas,Tahm Kench,GORGGRR
0,Gragas,Taliyah,ROOGRRR
0,Gragas,Talon,GOGGGRR
0,Gragas,Taric,GROGGRR
0,Gragas,Teemo,GORGRRR
0,Gragas,Thresh,GRRGRRR
0,Gragas,Tristana,RRRGRRR
0,Gragas,Trundle,GGRGGGG
0,Gragas,Tryndamere,GOORGGR
0,Gragas,Twisted Fate,GROGRRR
0,Gragas,Twitch,GRRGRRR
0,Gragas,Udyr,GGOGGOR
0,Gragas,Urgot,GOOGRRG
0,Gragas,Varus,GROGRRR
0,Gragas,Vayne,ROGGRRR
0,Gragas,Veigar,GRRGRRR
0,Gragas,Vel'Koz,GRRGRRR
0,Gragas,Vex,RRRGRRR
0,Gragas,Vi,ROGGGRR
0,Gragas,Viego,GORRGRR
0,Gragas,Viktor,GROGRRR
0,Gragas,Vladimir,GRORRRG
0,Gragas,Volibear,GGRGGGR
0,Gragas,Warwick,GGOGGRR
0,Gragas,Wukong,GGRGGRR
0,Gragas,Xayah,RRRGRRR
0,Gragas,Xerath,GRRGRRR
0,Gragas,Xin Zhao,GOGGGRG
0,Gragas,Yasuo,GRORGRR
0,Gragas,Yone,GOORGRR
0,Gragas,Yorick,GOOGGRR
0,Gragas,Yuumi,RRRGRRR
0,Gragas,Zac,GORRGRR
0,Gragas,Zed,GRORGRR
0,Gragas,Zeri,RROGRRR
0,Gragas,Ziggs,GRRGRRR
0,Gragas,Zilean,GROGRRR
0,Gragas,Zoe,RROGRRR
0,Gragas,Zyra,RRRGRRR
0,Graves,Aatrox,GRRRRRR
0,Graves,Ahri,RRRGGRG
0,Graves,Akali,RRGRRRR
0,Graves,Akshan,GRGGGRR
0,Graves,Alistar,GRRGRRR
0,Graves,Amumu,GORGRRR
0,Graves,Anivia,RRRGGRR
0,Graves,Annie,RROGGRR
0,Graves,Aphelios,GROGGRR
0,Graves,Ashe,RROGGRR
0,Graves,Aurelion Sol,GRRGGRR
0,Graves,Azir,GRRGGRR
0,Graves,Bard,GRRGGRR
0,Graves,Bel'Veth,RGRRRRR
0,Graves,Blitzcrank,RRRGRRR
0,Graves,Brand,GROGGRG
0,Graves,Braum,GROGRRR
0,Graves,Briar,RGRRRRR
0,Graves,Caitlyn,RRGGGRG
0,Graves,Camille,RROGRRR
0,Graves,Cassiopeia,RROGGRR
0,Graves,Cho'Gath,GRRGRRR
0,Graves,Corki,GRRGGRR
0,Graves,Darius,GRGGRRR
0,Graves,Diana,ROOGRRR
0,Graves,Dr. Mundo,GRORRRR
0,Graves,Draven,GRGGGRR
0,Graves,Ekko,GOGGRRR
0,Graves,Elise,RGOGORR
0,Graves,Evelynn,RGRGRRR
0,Graves,Ezreal,GROGGRR
0,Graves,Fiddlesticks,RGRGGRR
0,Graves,Fiora,RRGGRRR
0,Graves,Fizz,GRRGRGG
0,Graves,Galio,GRRGRRR
0,Graves,Gangplank,GRGGRGR
0,Graves,Garen,GRGRRRR
0,Graves,Gnar,GRRRORR
0,Graves,Gragas,GOGGRRR
0,Graves,Graves,GGGGGGG
0,Graves,Gwen,RROGRRR
0,Graves,Hecarim,GGRGRRR
0,Graves,Heimerdinger,GRRGGRR
0,Graves,Illaoi,RROGRGR
0,Graves,Irelia,RROGRRR
0,Graves,Ivern,GGOGGRR
0,Graves,Janna,RRRGGRR
0,Graves,Jarvan IV,GGGGRRG
0,Graves,Jax,GORGRRR
0,Graves,Jayce,GRGGORR
0,Graves,Jhin,GROGGRR
0,Graves,Jinx,RROGGRR
0,Graves,K'Sante,GRGGRRR
0,Graves,Kai'Sa,RROGGRR
0,Graves,Kalista,RRRGGRR
0,Graves,Karma,RROGGRG
0,Graves,Karthus,GGRGGRR
0,Graves,Kassadin,GROGRRR
0,Graves,Katarina,RRGRRRR
0,Graves,Kayle,RROGORR
0,Graves,Kayn,GGOGRRR
0,Graves,Kennen,GRRRGRR
0,Graves,Kha'Zix,GGRGRRR
0,Graves,Kindred,RGRGGRR
0,Graves,Kled,GRRRRRR
0,Graves,Kog'Maw,GRRGGRR
0,Graves,LeBlanc,RROGGRR
0,Graves,Lee Sin,GGORRRG
0,Graves,Leona,RROGRRG
0,Graves,Lillia,RGRGRRR
0,Graves,Lissandra,RROGGRR
0,Graves,Lucian,GRGGGRR
0,Graves,Lulu,RRRGGRR
0,Graves,Lux,RROGGRR
0,Graves,Malphite,GRRGRRR
0,Graves,Malzahar,GROGGRR
0,Graves,Maokai,GORGRRG
0,Graves,Master Yi,GGOGRRR
0,Graves,Millio,GROGGRR
0,Graves,Miss Fortune,RRGGGGR
0,Graves,Mordekaiser,GRRRRRR
0,Graves,Morgana,RROGGRR
0,Graves,Naafiri,RRRGRRR
0,Graves,Nami,RRRGGRR
0,Graves,Nasus,GRRGRRR
0,Graves,Nautilus,GRRGRGR
0,Graves,Neeko,RRRGGRR
0,Graves,Nidalee,RGOGGRR
0,Graves,Nilah,RROGRGR
0,Graves,Nocturne,GGRGRRG
0,Graves,Nunu & Willump,GGOGRRR
0,Graves,Olaf,GOOGRRR
0,Graves,Orianna,RRRGGRG
0,Graves,Ornn,GRRGRRR
0,Graves,Pantheon,GROGRRR
0,Graves,Poppy,RORGRRR
0,Graves,Pyke,GRRGRGR
0,Graves,Qiyana,RROGRRR
0,Graves,Quinn,RRGGGRR
0,Graves,Rakan,GRRGRRR
0,Graves,Rammus,GGRGRRR
0,Graves,Rek'Sai,RGRGRRR
0,Graves,Rell,RROGRRR
0,Graves,Renata Glasc,RROGGRR
0,Graves,Renekton,GRRRRRG
0,Graves,Rengar,GORRRRR
0,Graves,Riven,RRGRRRG
0,Graves,Rumble,GRRRRRG
0,Graves,Ryze,GROGGRR
0,Graves,Samira,RRGGGRR
0,Graves,Searphine,RROGGRR
0,Graves,Sejuani,RGOGRRR
0,Graves,Senna,RROGGRR
0,Graves,Sett,GRORRRR
0,Graves,Shaco,GGRGRRR
0,Graves,Shen,GRORRRR
0,Graves,Shyvana,RGRRRRG
0,Graves,Singed,GROGRRR
0,Graves,Sion,GRRGRRR
0,Graves,Sivir,RRGGGRR
0,Graves,Skarner,GGRGRRG
0,Graves,Sona,RROGGRR
0,Graves,Soraka,RRRGGRR
0,Graves,Swain,GROGGRR
0,Graves,Sylas,GROGRRR
0,Graves,Syndra,RROGGRR
0,Graves,Tahm Kench,GRRGROR
0,Graves,Taliyah,ROOGGRR
0,Graves,Talon,GOGGRRG
0,Graves,Taric,GROGRRR
0,Graves,Teemo,GRRGGRR
0,Graves,Thresh,GRRGGRR
0,Graves,Tristana,RRRGGRR
0,Graves,Trundle,GORGRRR
0,Graves,Tryndamere,GRORRRR
0,Graves,Twisted Fate,GROGGGR
0,Graves,Twitch,GRRGGRR
0,Graves,Udyr,GOOGRRR
0,Graves,Urgot,GROGGRR
0,Graves,Varus,GROGGRR
0,Graves,Vayne,RRGGGRG
0,Graves,Veigar,GRRGGRR
0,Graves,Vel'Koz,GRRGGRR
0,Graves,Vex,RRRGGRR
0,Graves,Vi,RGGGRRR
0,Graves,Viego,GGRRRRR
0,Graves,Viktor,GROGGRG
0,Graves,Vladimir,GRORGRR
0,Graves,Volibear,GORGRRG
0,Graves,Warwick,GOOGRRR
0,Graves,Wukong,GORGRRG
0,Graves,Xayah,RRRGGRR
0,Graves,Xerath,GRRGGRG
0,Graves,Xin Zhao,GGGGRRR
0,Graves,Yasuo,GRORRRR
0,Graves,Yone,GRORRRR
0,Graves,Yorick,GROGRRG
0,Graves,Yuumi,RRRGGRR
0,Graves,Zac,GGRRRRR
0,Graves,Zed,GRORRRR
0,Graves,Zeri,RROGGRR
0,Graves,Ziggs,GRRGGRR
0,Graves,Zilean,GROGGRR
0,Graves,Zoe,RROGGRR
0,Graves,Zyra,RRRGGRR
0,Gwen,Aatrox,RGRRGRR
0,Gwen,Ahri,GRRGRRR
0,Gwen,Akali,GOORGRG
0,Gwen,Akshan,ROOGRRG
0,Gwen,Alistar,RRRGGRR
0,Gwen,Amumu,RRRGGRR
0,Gwen,Anivia,GRRGRRR
0,Gwen,Annie,GROGRRR
0,Gwen,Aphelios,RROGRRR
0,Gwen,Ashe,GROGRRR
0,Gwen,Aurelion Sol,RRRGRRR
0,Gwen,Azir,RRRGRRR
0,Gwen,Bard,RRRGRRR
0,Gwen,Bel'Veth,GRRRGRR
0,Gwen,Blitzcrank,RRRGGRR
0,Gwen,Brand,RRGGRRR
0,Gwen,Braum,RROGGRR
0,Gwen,Briar,GRRRGRR
0,Gwen,Caitlyn,GROGRRR
0,Gwen,Camille,GGOGGRR
0,Gwen,Cassiopeia,GRGGRRR
0,Gwen,Cho'Gath,RGRGGRR
0,Gwen,Corki,RRRGRRR
0,Gwen,Darius,RGOGGRR
0,Gwen,Diana,GROGGRR
0,Gwen,Dr. Mundo,RGORGRR
0,Gwen,Draven,RROGRRR
0,Gwen,Ekko,RROGGRR
0,Gwen,Elise,GRGGOOR
0,Gwen,Evelynn,GRRGGRR
0,Gwen,Ezreal,RROGRRR
0,Gwen,Fiddlesticks,RRRGRRR
0,Gwen,Fiora,GGOGGRR
0,Gwen,Fizz,RRRGGRR
0,Gwen,Galio,RRRGGRR
0,Gwen,Gangplank,RGOGGRR
0,Gwen,Garen,RGORGRR
0,Gwen,Gnar,RGRRORR
0,Gwen,Gragas,ROOGGRR
0,Gwen,Graves,RROGRRR
0,Gwen,Gwen,GGGGGGG
0,Gwen,Hecarim,RRRGGRR
0,Gwen,Heimerdinger,RRRGRRR
0,Gwen,Illaoi,GGOGGRR
0,Gwen,Irelia,GOOGGRR
0,Gwen,Ivern,RRGGRRR
0,Gwen,Janna,GRRGRRR
0,Gwen,Jarvan IV,RROGGRR
0,Gwen,Jax,RORGGRR
0,Gwen,Jayce,ROOGORR
0,Gwen,Jhin,RROGRRR
0,Gwen,Jinx,GROGRRR
0,Gwen,K'Sante,RGOGGRR
0,Gwen,Kai'Sa,GROGRRR
0,Gwen,Kalista,GRRGRGR
0,Gwen,Karma,GROGRRR
0,Gwen,Karthus,RRRGROR
0,Gwen,Kassadin,RROGGRR
0,Gwen,Katarina,GRORGRR
0,Gwen,Kayle,GGOGORR
0,Gwen,Kayn,RROGGRR
0,Gwen,Kennen,RGRRRRR
0,Gwen,Kha'Zix,RRRGGRR
0,Gwen,Kindred,RRRGRRR
0,Gwen,Kled,RGRRGRR
0,Gwen,Kog'Maw,RRRGRRR
0,Gwen,LeBlanc,GRGGRRR
0,Gwen,Lee Sin,RRORGRR
0,Gwen,Leona,GROGGRR
0,Gwen,Lillia,GRRGGRR
0,Gwen,Lissandra,GROGRRR
0,Gwen,Lucian,RROGROR
0,Gwen,Lulu,GRRGRRR
0,Gwen,Lux,GROGRRR
0,Gwen,Malphite,RGRGGRR
0,Gwen,Malzahar,RROGRRR
0,Gwen,Maokai,RRRGGOR
0,Gwen,Master Yi,RROGGRR
0,Gwen,Millio,RROGRRR
0,Gwen,Miss Fortune,GROGRRR
0,Gwen,Mordekaiser,RGRRGRR
0,Gwen,Morgana,GROGRRR
0,Gwen,Naafiri,GRRGGRR
0,Gwen,Nami,GRRGRRR
0,Gwen,Nasus,RGRGGRR
0,Gwen,Nautilus,RRRGGRR
0,Gwen,Neeko,GRRGRRR
0,Gwen,Nidalee,GROGRRR
0,Gwen,Nilah,GROGGRR
0,Gwen,Nocturne,RRRGGRR
0,Gwen,Nunu & Willump,RROGGRR
0,Gwen,Olaf,ROOGGRR
0,Gwen,Orianna,GRRGRRR
0,Gwen,Ornn,RGRGGRR
0,Gwen,Pantheon,ROOGGRR
0,Gwen,Poppy,GORGGRR
0,Gwen,Pyke,RRRGGRR
0,Gwen,Qiyana,GROGGRR
0,Gwen,Quinn,GGOGRRR
0,Gwen,Rakan,RRRGGRR
0,Gwen,Rammus,RRRGGRR
0,Gwen,Rek'Sai,GRRGGRR
0,Gwen,Rell,GROGGRR
0,Gwen,Renata Glasc,GROGRRR
0,Gwen,Renekton,RGRRGRR
0,Gwen,Rengar,RORRGRR
0,Gwen,Riven,GGORGRR
0,Gwen,Rumble,RORRGRR
0,Gwen,Ryze,ROGGRRR
0,Gwen,Samira,GROGRRR
0,Gwen,Searphine,GROGRRR
0,Gwen,Sejuani,GROGGRR
0,Gwen,Senna,GROGROR
0,Gwen,Sett,RGORGRR
0,Gwen,Shaco,RRRGGRR
0,Gwen,Shen,RGORGRR
0,Gwen,Shyvana,GRORGRR
0,Gwen,Singed,RGOGGRR
0,Gwen,Sion,RGRGGRR
0,Gwen,Sivir,GROGRRR
0,Gwen,Skarner,RRRGGRR
0,Gwen,Sona,GROGRRR
0,Gwen,Soraka,GRRGRRR
0,Gwen,Swain,RRGGRRR
0,Gwen,Sylas,RGOGGRR
0,Gwen,Syndra,GROGRRR
0,Gwen,Tahm Kench,RORGGRR
0,Gwen,Taliyah,GROGRRR
0,Gwen,Talon,RROGGRR
0,Gwen,Taric,RROGGRR
0,Gwen,Teemo,RGRGRRR
0,Gwen,Thresh,RRRGROR
0,Gwen,Tristana,GRRGRRR
0,Gwen,Trundle,RORGGRR
0,Gwen,Tryndamere,RGGRGRR
0,Gwen,Twisted Fate,RROGRRR
0,Gwen,Twitch,RRRGRRR
0,Gwen,Udyr,ROOGGRR
0,Gwen,Urgot,RGOGRRR
0,Gwen,Varus,RROGRRR
0,Gwen,Vayne,GOOGRRR
0,Gwen,Veigar,RRRGRRR
0,Gwen,Vel'Koz,RRRGRRR
0,Gwen,Vex,GRRGROG
0,Gwen,Vi,GROGGRR
0,Gwen,Viego,RRRRGGG
0,Gwen,Viktor,RROGRRR
0,Gwen,Vladimir,RRGRROR
0,Gwen,Volibear,RORGGRR
0,Gwen,Warwick,ROOGGRR
0,Gwen,Wukong,RORGGRR
0,Gwen,Xayah,GRRGRRR
0,Gwen,Xerath,RRRGRRR
0,Gwen,Xin Zhao,RROGGRR
0,Gwen,Yasuo,RRORGRR
0,Gwen,Yone,ROGRGRR
0,Gwen,Yorick,RGGGGOR
0,Gwen,Yuumi,GROGRRR
0,Gwen,Zac,RRRRGRR
0,Gwen,Zed,RRGRGRR
0,Gwen,Zeri,GROGRRR
0,Gwen,Ziggs,RRRGRRR
0,Gwen,Zilean,RROGRRR
0,Gwen,Zoe,GROGRRR
0,Gwen,Zyra,GRRGRRR
0,Hecarim,Aatrox,GRRRGRR
0,Hecarim,Ahri,RRRGRRR
0,Hecarim,Akali,RRRRGRR
0,Hecarim,Akshan,GRRGRRR
0,Hecarim,Alistar,GRRGGRR
0,Hecarim,Amumu,GOOGGRR
0,Hecarim,Anivia,RRRGRRR
0,Hecarim,Annie,RRRGRRR
0,Hecarim,Aphelios,GRRGRRR
0,Hecarim,Ashe,RRRGRRR
0,Hecarim,Aurelion Sol,GRRGRRR
0,Hecarim,Azir,GRRGRRR
0,Hecarim,Bard,GRRGRRR
0,Hecarim,Bel'Veth,RGRRGRR
0,Hecarim,Blitzcrank,RRRGGRR
0,Hecarim,Brand,GRRGRRR
0,Hecarim,Braum,GRRGGRR
0,Hecarim,Briar,RGRRGRR
0,Hecarim,Caitlyn,RRRGRRR
0,Hecarim,Camille,RRRGGRR
0,Hecarim,Cassiopeia,RRRGRRR
0,Hecarim,Cho'Gath,GRRGGRR
0,Hecarim,Corki,GRRGRRR
0,Hecarim,Darius,GRRGGRG
0,Hecarim,Diana,RORGGRG
0,Hecarim,Dr. Mundo,GRRRGRR
0,Hecarim,Draven,GRRGRRG
0,Hecarim,Ekko,GORGGRR
0,Hecarim,Elise,RGRGORG
0,Hecarim,Evelynn,RGRGGRR
0,Hecarim,Ezreal,GRRGRRR
0,Hecarim,Fiddlesticks,RGRGRRR
0,Hecarim,Fiora,RRRGGRG
0,Hecarim,Fizz,GRRGGRR
0,Hecarim,Galio,GRRGGRR
0,Hecarim,Gangplank,GRRGGRR
0,Hecarim,Garen,GRRRGRR
0,Hecarim,Gnar,GRRRORR
0,Hecarim,Gragas,GORGGRR
0,Hecarim,Graves,GGRGRRR
0,Hecarim,Gwen,RRRGGRR
0,Hecarim,Hecarim,GGGGGGG
0,Hecarim,Heimerdinger,GRRGRRR
0,Hecarim,Illaoi,RRRGGRR
0,Hecarim,Irelia,RRRGGRR
0,Hecarim,Ivern,GGRGRRR
0,Hecarim,Janna,RRRGRRR
0,Hecarim,Jarvan IV,GGRGGRR
0,Hecarim,Jax,GORGGRR
0,Hecarim,Jayce,GRRGORG
0,Hecarim,Jhin,GRRGRRR
0,Hecarim,Jinx,RRRGRRR
0,Hecarim,K'Sante,GRRGGRR
0,Hecarim,Kai'Sa,RRRGRRR
0,Hecarim,Kalista,RRGGRRR
0,Hecarim,Karma,RRRGRRR
0,Hecarim,Karthus,GGGGRRR
0,Hecarim,Kassadin,GRRGGRR
0,Hecarim,Katarina,RRRRGRR
0,Hecarim,Kayle,RRRGORR
0,Hecarim,Kayn,GGRGGRR
0,Hecarim,Kennen,GRRRRRR
0,Hecarim,Kha'Zix,GGRGGRG
0,Hecarim,Kindred,RGRGRRR
0,Hecarim,Kled,GRRRGRR
0,Hecarim,Kog'Maw,GRRGRRR
0,Hecarim,LeBlanc,RRRGRRR
0,Hecarim,Lee Sin,GGRRGRR
0,Hecarim,Leona,RRRGGRR
0,Hecarim,Lillia,RGRGGRR
0,Hecarim,Lissandra,RRRGRRR
0,Hecarim,Lucian,GRRGRRR
0,Hecarim,Lulu,RRRGRRG
0,Hecarim,Lux,RRRGRRR
0,Hecarim,Malphite,GRRGGRR
0,Hecarim,Malzahar,GRRGRRR
0,Hecarim,Maokai,GORGGRR
0,Hecarim,Master Yi,GGRGGRR
0,Hecarim,Millio,GRRGRRR
0,Hecarim,Miss Fortune,RRRGRRR
0,Hecarim,Mordekaiser,GRRRGRR
0,Hecarim,Morgana,RRRGRRR
0,Hecarim,Naafiri,RRRGGRR
0,Hecarim,Nami,RRRGRRR
0,Hecarim,Nasus,GRRGGRR
0,Hecarim,Nautilus,GRRGGRG
0,Hecarim,Neeko,RRRGRRR
0,Hecarim,Nidalee,RGRGRRR
0,Hecarim,Nilah,RRRGGRR
0,Hecarim,Nocturne,GGRGGRR
0,Hecarim,Nunu & Willump,GGRGGRR
0,Hecarim,Olaf,GORGGRR
0,Hecarim,Orianna,RRRGRRR
0,Hecarim,Ornn,GRRGGRR
0,Hecarim,Pantheon,GRRGGRR
0,Hecarim,Poppy,RORGGRR
0,Hecarim,Pyke,GRRGGRR
0,Hecarim,Qiyana,RRRGGRR
0,Hecarim,Quinn,RRRGRRR
0,Hecarim,Rakan,GRRGGRR
0,Hecarim,Rammus,GGRGGRR
0,Hecarim,Rek'Sai,RGRGGRR
0,Hecarim,Rell,RRRGGRR
0,Hecarim,Renata Glasc,RRRGRRR
0,Hecarim,Renekton,GRRRGRR
0,Hecarim,Rengar,GORRGRG
0,Hecarim,Riven,RRRRGRR
0,Hecarim,Rumble,GRRRGRR
0,Hecarim,Ryze,GRRGRRR
0,Hecarim,Samira,RRRGRRR
0,Hecarim,Searphine,RRRGRRR
0,Hecarim,Sejuani,RGRGGRG
0,Hecarim,Senna,RROGRRR
0,Hecarim,Sett,GRRRGRR
0,Hecarim,Shaco,GGRGGRR
0,Hecarim,Shen,GRRRGRR
0,Hecarim,Shyvana,RGRRGRR
0,Hecarim,Singed,GRRGGRR
0,Hecarim,Sion,GRRGGRR
0,Hecarim,Sivir,RRRGRRR
0,Hecarim,Skarner,GGRGGRR
0,Hecarim,Sona,RRRGRRR
0,Hecarim,Soraka,RRRGRRR
0,Hecarim,Swain,GRRGRRR
0,Hecarim,Sylas,GRRGGRR
0,Hecarim,Syndra,RRRGRRG
0,Hecarim,Tahm Kench,GRRGGRR
0,Hecarim,Taliyah,RORGRRR
0,Hecarim,Talon,GORGGRR
0,Hecarim,Taric,GRRGGRR
0,Hecarim,Teemo,GRRGRRR
0,Hecarim,Thresh,GRGGRRR
0,Hecarim,Tristana,RRRGRRR
0,Hecarim,Trundle,GORGGRR
0,Hecarim,Tryndamere,GRRRGRR
0,Hecarim,Twisted Fate,GRRGRRR
0,Hecarim,Twitch,GRRGRRR
0,Hecarim,Udyr,GORGGRR
0,Hecarim,Urgot,GRRGRRR
0,Hecarim,Varus,GRRGRRG
0,Hecarim,Vayne,RRRGRRR
0,Hecarim,Veigar,GRRGRRR
0,Hecarim,Vel'Koz,GRRGRRR
0,Hecarim,Vex,RRRGRRR
