,Guessed_Champion,Actual_Champion,Comparison
6867,Heimerdinger,Vi,RRRGROR
6868,Heimerdinger,Viego,GRRRRRR
6869,Heimerdinger,Viktor,GORGGOR
6870,Heimerdinger,Vladimir,GORRGRR
6871,Heimerdinger,Volibear,GRRGRRR
6872,Heimerdinger,Warwick,GRRGRRG
6873,Heimerdinger,Wukong,GRRGRRR
6874,Heimerdinger,Xayah,RRRGGRR
6875,Heimerdinger,Xerath,GGRGGRR
6876,Heimerdinger,Xin Zhao,GRRGRRR
6877,Heimerdinger,Yasuo,GORRRRR
6878,Heimerdinger,Yone,GORRRRR
6879,Heimerdinger,Yorick,GRRGRRR
6880,Heimerdinger,Yuumi,RORGGRR
6881,Heimerdinger,Zac,GRRRRRR
6882,Heimerdinger,Zed,GORRRRR
6883,Heimerdinger,Zeri,RRRGGRR
6884,Heimerdinger,Ziggs,GOGGGRR
6885,Heimerdinger,Zilean,GORGGRG
6886,Heimerdinger,Zoe,RORGGRR
6887,Heimerdinger,Zyra,RORGGRR
6888,Illaoi,Aatrox,RGRRGRR
6889,Illaoi,Ahri,GRRGRRR
6890,Illaoi,Akali,GOORGRR
6891,Illaoi,Akshan,ROOGRRR
6892,Illaoi,Alistar,RRRGGRR
6893,Illaoi,Amumu,RRRGGRR
6894,Illaoi,Anivia,GRRGRRR
6895,Illaoi,Annie,GROGRRR
6896,Illaoi,Aphelios,RRGGRRR
6897,Illaoi,Ashe,GROGRRR
6898,Illaoi,Aurelion Sol,RRRGRRR
6899,Illaoi,Azir,RRRGRRR
6900,Illaoi,Bard,RRRGRRG
6901,Illaoi,Bel'Veth,GRRRGRR
6902,Illaoi,Blitzcrank,RRRGGRR
6903,Illaoi,Brand,RROGRRR
6904,Illaoi,Braum,RROGGRR
6905,Illaoi,Caitlyn,GROGRRR
6906,Illaoi,Camille,GGOGGRR
6907,Illaoi,Cassiopeia,GROGRRR
6908,Illaoi,Cho'Gath,RGRGGRR
6909,Illaoi,Corki,RRRGRRR
6910,Illaoi,Darius,RGOGGRR
6911,Illaoi,Diana,GROGGRR
6912,Illaoi,Dr. Mundo,RGORGRR
6913,Illaoi,Draven,RROGRRR
6914,Illaoi,Ekko,RROGGRG
6915,Illaoi,Elise,GROGORR
6916,Illaoi,Evelynn,GRRGGRR
6917,Illaoi,Ezreal,RROGRRR
6918,Illaoi,Fiddlesticks,RRRGRRR
6919,Illaoi,Fiora,GGOGGRR
6920,Illaoi,Fizz,RRRGGGR
6921,Illaoi,Galio,RRRGGRR
6922,Illaoi,Gangplank,RGOGGGR
6923,Illaoi,Garen,RGORGRR
6924,Illaoi,Gnar,RGRRORR
6925,Illaoi,Gragas,ROOGGRR
6926,Illaoi,Graves,RROGRGR
6927,Illaoi,Gwen,GGOGGRR
6928,Illaoi,Hecarim,RRRGGRR
6929,Illaoi,Heimerdinger,RRRGRRR
6930,Illaoi,Illaoi,GGGGGGG
6931,Illaoi,Irelia,GOGGGRR
6932,Illaoi,Ivern,RROGRRR
6933,Illaoi,Janna,GRRGRRR
6934,Illaoi,Jarvan IV,RROGGRR
6935,Illaoi,Jax,RORGGRR
6936,Illaoi,Jayce,ROOGORR
6937,Illaoi,Jhin,RRGGRRR
6938,Illaoi,Jinx,GROGRRR
6939,Illaoi,K'Sante,RGOGGRR
6940,Illaoi,Kai'Sa,GROGRRR
6941,Illaoi,Kalista,GRRGRRR
6942,Illaoi,Karma,GRGGRRR
6943,Illaoi,Karthus,RRRGRRR
6944,Illaoi,Kassadin,RROGGRR
6945,Illaoi,Katarina,GRORGRR
6946,Illaoi,Kayle,GGOGORR
6947,Illaoi,Kayn,RROGGRR
6948,Illaoi,Kennen,RGRRRRR
6949,Illaoi,Kha'Zix,RRRGGRR
6950,Illaoi,Kindred,RRRGRRG
6951,Illaoi,Kled,RGRRGRR
6952,Illaoi,Kog'Maw,RRRGRRR
6953,Illaoi,LeBlanc,GROGRRR
6954,Illaoi,Lee Sin,RRGRGRR
6955,Illaoi,Leona,GROGGRR
6956,Illaoi,Lillia,GRRGGRR
6957,Illaoi,Lissandra,GROGRRR
6958,Illaoi,Lucian,RROGRRR
6959,Illaoi,Lulu,GRRGRRR
6960,Illaoi,Lux,GROGRRR
6961,Illaoi,Malphite,RGRGGRR
6962,Illaoi,Malzahar,RROGRRR
6963,Illaoi,Maokai,RRRGGRR
6964,Illaoi,Master Yi,RRGGGRR
6965,Illaoi,Millio,RROGRRR
6966,Illaoi,Miss Fortune,GROGRGR
6967,Illaoi,Mordekaiser,RGRRGRR
6968,Illaoi,Morgana,GROGRRR
6969,Illaoi,Naafiri,GRRGGRR
6970,Illaoi,Nami,GRRGRRR
6971,Illaoi,Nasus,RGRGGRR
6972,Illaoi,Nautilus,RRRGGGR
6973,Illaoi,Neeko,GRRGRRR
6974,Illaoi,Nidalee,GRGGRRR
6975,Illaoi,Nilah,GROGGGR
6976,Illaoi,Nocturne,RRRGGRR
6977,Illaoi,Nunu & Willump,RROGGRR
6978,Illaoi,Olaf,ROOGGRR
6979,Illaoi,Orianna,GRRGRRR
6980,Illaoi,Ornn,RGRGGRR
6981,Illaoi,Pantheon,ROOGGRR
6982,Illaoi,Poppy,GORGGRR
6983,Illaoi,Pyke,RRRGGGR
6984,Illaoi,Qiyana,GROGGRR
6985,Illaoi,Quinn,GGOGRRR
6986,Illaoi,Rakan,RRRGGRR
6987,Illaoi,Rammus,RRRGGRR
6988,Illaoi,Rek'Sai,GRRGGRR
6989,Illaoi,Rell,GROGGRR
6990,Illaoi,Renata Glasc,GROGRRR
6991,Illaoi,Renekton,RGRRGRR
6992,Illaoi,Rengar,RORRGRR
6993,Illaoi,Riven,GGORGRR
6994,Illaoi,Rumble,RORRGRR
6995,Illaoi,Ryze,ROOGRRR
6996,Illaoi,Samira,GROGRRR
6997,Illaoi,Searphine,GROGRRR
6998,Illaoi,Sejuani,GROGGRR
6999,Illaoi,Senna,GROGRRR
7000,Illaoi,Sett,RGORGRR
7001,Illaoi,Shaco,RRRGGRR
7002,Illaoi,Shen,RGGRGRR
7003,Illaoi,Shyvana,GRRRGRR
7004,Illaoi,Singed,RGOGGRR
7005,Illaoi,Sion,RGRGGRR
7006,Illaoi,Sivir,GROGRRR
7007,Illaoi,Skarner,RRRGGRR
7008,Illaoi,Sona,GROGRRR
7009,Illaoi,Soraka,GRRGRRR
7010,Illaoi,Swain,RROGRRR
7011,Illaoi,Sylas,RGOGGRR
7012,Illaoi,Syndra,GROGRRR
7013,Illaoi,Tahm Kench,RORGGOG
7014,Illaoi,Taliyah,GROGRRR
7015,Illaoi,Talon,RROGGRR
7016,Illaoi,Taric,RROGGRR
7017,Illaoi,Teemo,RGRGRRR
7018,Illaoi,Thresh,RRRGRRR
7019,Illaoi,Tristana,GRRGRRR
7020,Illaoi,Trundle,RORGGRR
7021,Illaoi,Tryndamere,RGORGRR
7022,Illaoi,Twisted Fate,RROGRGR
7023,Illaoi,Twitch,RRRGRRR
7024,Illaoi,Udyr,ROGGGRR
7025,Illaoi,Urgot,RGOGRRR
7026,Illaoi,Varus,RROGRRR
7027,Illaoi,Vayne,GOOGRRR
7028,Illaoi,Veigar,RRRGRRR
7029,Illaoi,Vel'Koz,RRRGRRR
7030,Illaoi,Vex,GRRGRRR
7031,Illaoi,Vi,GROGGRR
7032,Illaoi,Viego,RRRRGRR
7033,Illaoi,Viktor,RROGRRR
7034,Illaoi,Vladimir,RRORRRR
7035,Illaoi,Volibear,RORGGRR
7036,Illaoi,Warwick,ROOGGRR
7037,Illaoi,Wukong,RORGGRR
7038,Illaoi,Xayah,GRRGRRR
7039,Illaoi,Xerath,RRRGRRR
7040,Illaoi,Xin Zhao,RROGGRR
7041,Illaoi,Yasuo,RRORGRR
7042,Illaoi,Yone,ROORGRR
7043,Illaoi,Yorick,RGOGGRR
7044,Illaoi,Yuumi,GRRGRRR
7045,Illaoi,Zac,RRRRGRR
7046,Illaoi,Zed,RRORGRR
7047,Illaoi,Zeri,GROGRRR
7048,Illaoi,Ziggs,RRRGRRR
7049,Illaoi,Zilean,RROGRRR
7050,Illaoi,Zoe,GROGRRR
7051,Illaoi,Zyra,GRRGRRR
7052,Irelia,Aatrox,RORRGRR
7053,Irelia,Ahri,GORGRRR
7054,Irelia,Akali,GGORGGR
7055,Irelia,Akshan,RGOGRRR
7056,Irelia,Alistar,RRRGGRR
7057,Irelia,Amumu,RRRGGRR
7058,Irelia,Anivia,GORGRRR
7059,Irelia,Annie,GOOGRRR
7060,Irelia,Aphelios,RRGGRRR
7061,Irelia,Ashe,GROGRRR
7062,Irelia,Aurelion Sol,RORGRRR
7063,Irelia,Azir,RORGRRR
7064,Irelia,Bard,RRRGRRR
7065,Irelia,Bel'Veth,GRRRGRR
7066,Irelia,Blitzcrank,RRRGGRR
7067,Irelia,Brand,RROGRRR
7068,Irelia,Braum,RROGGRR
7069,Irelia,Caitlyn,GROGRRR
7070,Irelia,Camille,GOOGGRR
7071,Irelia,Cassiopeia,GOOGRRG
7072,Irelia,Cho'Gath,RORGGRR
7073,Irelia,Corki,RORGRRR
7074,Irelia,Darius,ROOGGRR
7075,Irelia,Diana,GOOGGRR
7076,Irelia,Dr. Mundo,ROORGRR
7077,Irelia,Draven,RROGRRR
7078,Irelia,Ekko,ROOGGRR
7079,Irelia,Elise,GROGORR
7080,Irelia,Evelynn,GRRGGRR
7081,Irelia,Ezreal,RROGRRG
7082,Irelia,Fiddlesticks,RRRGRRR
7083,Irelia,Fiora,GOOGGRR
7084,Irelia,Fizz,RORGGRR
7085,Irelia,Galio,RORGGRG
7086,Irelia,Gangplank,ROOGGRR
7087,Irelia,Garen,ROORGRG
7088,Irelia,Gnar,RORRORR
7089,Irelia,Gragas,ROOGGRG
7090,Irelia,Graves,RROGRRR
7091,Irelia,Gwen,GOOGGRR
7092,Irelia,Hecarim,RRRGGRR
7093,Irelia,Heimerdinger,RORGRRR
7094,Irelia,Illaoi,GOGGGRR
7095,Irelia,Irelia,GGGGGGG
7096,Irelia,Ivern,RROGROR
7097,Irelia,Janna,GRRGRRR
7098,Irelia,Jarvan IV,RROGGRR
7099,Irelia,Jax,RORGGRR
7100,Irelia,Jayce,RGOGORR
7101,Irelia,Jhin,RRGGRGR
7102,Irelia,Jinx,GROGRRR
7103,Irelia,K'Sante,ROOGGRR
7104,Irelia,Kai'Sa,GROGRRR
7105,Irelia,Kalista,GRRGRRR
7106,Irelia,Karma,GRGGRGR
7107,Irelia,Karthus,RRRGRRR
7108,Irelia,Kassadin,ROOGGRR
7109,Irelia,Katarina,GOORGRR
7110,Irelia,Kayle,GOOGORR
7111,Irelia,Kayn,RROGGOR
7112,Irelia,Kennen,RORRRRG
7113,Irelia,Kha'Zix,RRRGGRR
7114,Irelia,Kindred,RRRGRRR
7115,Irelia,Kled,RORRGRR
7116,Irelia,Kog'Maw,RRRGRRG
7117,Irelia,LeBlanc,GOOGRRG
7118,Irelia,Lee Sin,RRGRGGR
7119,Irelia,Leona,GROGGRR
7120,Irelia,Lillia,GRRGGGR
7121,Irelia,Lissandra,GOOGRRR
7122,Irelia,Lucian,RROGRRR
7123,Irelia,Lulu,GRRGRRR
7124,Irelia,Lux,GOOGRRG
7125,Irelia,Malphite,RORGGRR
7126,Irelia,Malzahar,ROOGRRG
7127,Irelia,Maokai,RRRGGRR
7128,Irelia,Master Yi,RRGGGGR
7129,Irelia,Millio,RROGRRR
7130,Irelia,Miss Fortune,GROGRRG
7131,Irelia,Mordekaiser,RORRGRG
7132,Irelia,Morgana,GROGRRR
7133,Irelia,Naafiri,GORGGRR
7134,Irelia,Nami,GRRGRRG
7135,Irelia,Nasus,RORGGRR
7136,Irelia,Nautilus,RRRGGRR
7137,Irelia,Neeko,GORGRRR
7138,Irelia,Nidalee,GRGGRRR
7139,Irelia,Nilah,GROGGRR
7140,Irelia,Nocturne,RRRGGRR
7141,Irelia,Nunu & Willump,RROGGRR
7142,Irelia,Olaf,ROOGGRG
7143,Irelia,Orianna,GORGRRR
7144,Irelia,Ornn,RORGGRR
7145,Irelia,Pantheon,ROOGGRG
7146,Irelia,Poppy,GORGGRG
7147,Irelia,Pyke,RRRGGRR
7148,Irelia,Qiyana,GOOGGRR
7149,Irelia,Quinn,GOOGRRR
7150,Irelia,Rakan,RRRGGGR
7151,Irelia,Rammus,RRRGGRR
7152,Irelia,Rek'Sai,GRRGGRR
7153,Irelia,Rell,GROGGRR
7154,Irelia,Renata Glasc,GROGRRR
7155,Irelia,Renekton,RORRGRR
7156,Irelia,Rengar,RORRGRR
7157,Irelia,Riven,GOORGOR
7158,Irelia,Rumble,RGRRGRR
7159,Irelia,Ryze,RGOGRRR
7160,Irelia,Samira,GROGRRR
7161,Irelia,Searphine,GROGRRR
7162,Irelia,Sejuani,GROGGRR
7163,Irelia,Senna,GROGRRR
7164,Irelia,Sett,ROORGGR
7165,Irelia,Shaco,RRRGGRR
7166,Irelia,Shen,ROGRGGG
7167,Irelia,Shyvana,GRRRGRR
7168,Irelia,Singed,ROOGGRR
7169,Irelia,Sion,RORGGRR
7170,Irelia,Sivir,GROGRRR
7171,Irelia,Skarner,RRRGGRR
7172,Irelia,Sona,GROGROG
7173,Irelia,Soraka,GRRGROR
7174,Irelia,Swain,ROOGRRG
7175,Irelia,Sylas,ROOGGRR
7176,Irelia,Syndra,GOOGRGR
7177,Irelia,Tahm Kench,RORGGRR
7178,Irelia,Taliyah,GOOGRRR
7179,Irelia,Talon,ROOGGRR
7180,Irelia,Taric,RROGGRR
7181,Irelia,Teemo,RORGRRR
7182,Irelia,Thresh,RRRGRRR
7183,Irelia,Tristana,GRRGRRR
7184,Irelia,Trundle,RORGGRG
7185,Irelia,Tryndamere,ROORGRR
7186,Irelia,Twisted Fate,ROOGRRR
7187,Irelia,Twitch,RRRGRRR
7188,Irelia,Udyr,ROGGGOR
7189,Irelia,Urgot,ROOGRRG
7190,Irelia,Varus,ROOGROR
7191,Irelia,Vayne,GOOGRRR
7192,Irelia,Veigar,RORGRRR
7193,Irelia,Vel'Koz,RORGRRR
7194,Irelia,Vex,GORGRRR
7195,Irelia,Vi,GROGGRR
7196,Irelia,Viego,RRRRGRR
7197,Irelia,Viktor,ROOGRRR
7198,Irelia,Vladimir,ROORRRG
7199,Irelia,Volibear,RORGGRR
7200,Irelia,Warwick,ROOGGRR
7201,Irelia,Wukong,RORGGGR
7202,Irelia,Xayah,GRRGRGR
7203,Irelia,Xerath,RORGRRR
7204,Irelia,Xin Zhao,RROGGOG
7205,Irelia,Yasuo,ROORGGR
7206,Irelia,Yone,RGORGRR
7207,Irelia,Yorick,ROOGGRR
7208,Irelia,Yuumi,GRRGRRR
7209,Irelia,Zac,RRRRGRR
7210,Irelia,Zed,ROORGGR
7211,Irelia,Zeri,GROGRRR
7212,Irelia,Ziggs,RORGRRR
7213,Irelia,Zilean,RROGRRR
7214,Irelia,Zoe,GOOGRRR
7215,Irelia,Zyra,GRRGRRR
7216,Ivern,Aatrox,GRRRRRR
7217,Ivern,Ahri,RRRGGRR
7218,Ivern,Akali,RRORROR
7219,Ivern,Akshan,GROGGRR
7220,Ivern,Alistar,GRRGRRR
7221,Ivern,Amumu,GORGRRR
7222,Ivern,Anivia,RRRGGOR
7223,Ivern,Annie,RROGGRR
7224,Ivern,Aphelios,GROGGRR
7225,Ivern,Ashe,RROGGOR
7226,Ivern,Aurelion Sol,GRRGGRG
7227,Ivern,Azir,GRRGGRR
7228,Ivern,Bard,GRRGGRR
7229,Ivern,Bel'Veth,RGRRRRR
7230,Ivern,Blitzcrank,RRRGRRR
7231,Ivern,Brand,GRGGGOR
7232,Ivern,Braum,GROGROR
7233,Ivern,Caitlyn,RROGGRR
7234,Ivern,Camille,RROGRRG
7235,Ivern,Cassiopeia,RRGGRRR
7236,Ivern,Cho'Gath,GRRGRRR
7237,Ivern,Corki,GRRGGRR
7238,Ivern,Darius,GROGRRR
7239,Ivern,Diana,ROOGRRR
7240,Ivern,Dr. Mundo,GRORRRR
7241,Ivern,Draven,GROGGRR
7242,Ivern,Ekko,GOOGRRR
7243,Ivern,Elise,RGGGORR
7244,Ivern,Evelynn,RGRGRRR
7245,Ivern,Ezreal,GROGGRR
7246,Ivern,Fiddlesticks,RGRGGRR
7247,Ivern,Fiora,RROGRRR
7248,Ivern,Fizz,GRRGRRR
7249,Ivern,Galio,GRRGRRR
7250,Ivern,Gangplank,GROGRRR
7251,Ivern,Garen,GRORRRR
7252,Ivern,Gnar,GRRROOR
7253,Ivern,Gragas,GOOGROR
7254,Ivern,Graves,GGOGGRR
7255,Ivern,Gwen,RRGGRRR
7256,Ivern,Hecarim,GGRGRRR
7257,Ivern,Heimerdinger,GRRGGRR
7258,Ivern,Illaoi,RROGRRR
7259,Ivern,Irelia,RROGROR
7260,Ivern,Ivern,GGGGGGG
7261,Ivern,Janna,RRRGGRR
7262,Ivern,Jarvan IV,GGOGRRR
7263,Ivern,Jax,GORGRRR
7264,Ivern,Jayce,GROGORR
7265,Ivern,Jhin,GROGGOG
7266,Ivern,Jinx,RROGGRR
7267,Ivern,K'Sante,GROGRRR
7268,Ivern,Kai'Sa,RROGGRR
7269,Ivern,Kalista,RRRGGRR
7270,Ivern,Karma,RROGGOR
7271,Ivern,Karthus,GGRGGRR
7272,Ivern,Kassadin,GROGRRR
7273,Ivern,Katarina,RRORRRR
7274,Ivern,Kayle,RROGORR
7275,Ivern,Kayn,GGOGROR
7276,Ivern,Kennen,GRRRGRR
7277,Ivern,Kha'Zix,GGRGRRR
7278,Ivern,Kindred,RGRGGRR
7279,Ivern,Kled,GRRRRRG
7280,Ivern,Kog'Maw,GRRGGRR
7281,Ivern,LeBlanc,RRGGGRR
7282,Ivern,Lee Sin,GGORROR
7283,Ivern,Leona,RROGRRR
7284,Ivern,Lillia,RGRGROR
7285,Ivern,Lissandra,RROGGOR
7286,Ivern,Lucian,GROGGRR
7287,Ivern,Lulu,RRRGGRR
7288,Ivern,Lux,RROGGRR
7289,Ivern,Malphite,GRRGRRR
7290,Ivern,Malzahar,GROGGRR
7291,Ivern,Maokai,GORGRRR
7292,Ivern,Master Yi,GGOGROR
7293,Ivern,Millio,GROGGRR
7294,Ivern,Miss Fortune,RROGGRR
7295,Ivern,Mordekaiser,GRRRRRR
7296,Ivern,Morgana,RROGGRR
7297,Ivern,Naafiri,RRRGRRR
7298,Ivern,Nami,RRRGGRR
7299,Ivern,Nasus,GRRGRRR
7300,Ivern,Nautilus,GRRGRRR
7301,Ivern,Neeko,RRRGGRR
7302,Ivern,Nidalee,RGOGGRR
7303,Ivern,Nilah,RROGRRR
7304,Ivern,Nocturne,GGRGRRR
7305,Ivern,Nunu & Willump,GGOGROR
7306,Ivern,Olaf,GOOGROR
7307,Ivern,Orianna,RRRGGRR
7308,Ivern,Ornn,GRRGROR
7309,Ivern,Pantheon,GROGRRR
7310,Ivern,Poppy,RORGRRR
7311,Ivern,Pyke,GRRGRRR
7312,Ivern,Qiyana,RROGRRR
7313,Ivern,Quinn,RROGGRR
7314,Ivern,Rakan,GRRGROR
7315,Ivern,Rammus,GGRGRRR
7316,Ivern,Rek'Sai,RGRGRRR
7317,Ivern,Rell,RROGRRR
7318,Ivern,Renata Glasc,RROGGRR
7319,Ivern,Renekton,GRRRRRR
7320,Ivern,Rengar,GORRRRR
7321,Ivern,Riven,RRORROR
7322,Ivern,Rumble,GRRRRRR
7323,Ivern,Ryze,GRGGGRR
7324,Ivern,Samira,RROGGRR
7325,Ivern,Searphine,RROGGRR
7326,Ivern,Sejuani,RGOGROR
7327,Ivern,Senna,RROGGRR
7328,Ivern,Sett,GRORROR
7329,Ivern,Shaco,GGRGRRR
7330,Ivern,Shen,GRORROR
7331,Ivern,Shyvana,RGORRRR
7332,Ivern,Singed,GROGRRR
7333,Ivern,Sion,GRRGRRR
7334,Ivern,Sivir,RROGGRR
7335,Ivern,Skarner,GGRGRRR
7336,Ivern,Sona,RROGGOR
7337,Ivern,Soraka,RRRGGOR
7338,Ivern,Swain,GRGGGRR
7339,Ivern,Sylas,GROGROR
7340,Ivern,Syndra,RROGGOR
7341,Ivern,Tahm Kench,GRRGRRR
7342,Ivern,Taliyah,ROOGGRG
7343,Ivern,Talon,GOOGRRR
7344,Ivern,Taric,GROGRRR
7345,Ivern,Teemo,GRRGGRR
7346,Ivern,Thresh,GRRGGRR
7347,Ivern,Tristana,RRRGGRR
7348,Ivern,Trundle,GORGROR
7349,Ivern,Tryndamere,GRGRROR
7350,Ivern,Twisted Fate,GROGGRR
7351,Ivern,Twitch,GRRGGRR
7352,Ivern,Udyr,GOOGRGR
7353,Ivern,Urgot,GROGGRR
7354,Ivern,Varus,GROGGOR
7355,Ivern,Vayne,RROGGRR
7356,Ivern,Veigar,GRRGGRR
7357,Ivern,Vel'Koz,GRRGGRR
7358,Ivern,Vex,RRRGGRR
7359,Ivern,Vi,RGOGRRR
7360,Ivern,Viego,GGRRRRR
7361,Ivern,Viktor,GROGGRR
7362,Ivern,Vladimir,GRGRGRR
7363,Ivern,Volibear,GORGROR
7364,Ivern,Warwick,GOOGRRR
7365,Ivern,Wukong,GORGROR
7366,Ivern,Xayah,RRRGGOR
7367,Ivern,Xerath,GRRGGRR
7368,Ivern,Xin Zhao,GGOGROR
7369,Ivern,Yasuo,GRORROR
7370,Ivern,Yone,GRGRRRR
7371,Ivern,Yorick,GRGGRRR
7372,Ivern,Yuumi,RROGGRR
7373,Ivern,Zac,GGRRRRR
7374,Ivern,Zed,GRGRROR
7375,Ivern,Zeri,RROGGRR
7376,Ivern,Ziggs,GRRGGRR
7377,Ivern,Zilean,GROGGRR
7378,Ivern,Zoe,RROGGRR
7379,Ivern,Zyra,RRRGGRR
7380,Janna,Aatrox,RRRRROR
7381,Janna,Ahri,GRRGGOR
7382,Janna,Akali,GRRRRRR
7383,Janna,Akshan,RRRGGOR
7384,Janna,Alistar,RGRGRRG
7385,Janna,Amumu,RORGROG
7386,Janna,Anivia,GRGGGRG
7387,Janna,Annie,GORGGRG
7388,Janna,Aphelios,RRRGGRR
7389,Janna,Ashe,GORGGRG
7390,Janna,Aurelion Sol,RRRGGRR
7391,Janna,Azir,RRRGGOR
7392,Janna,Bard,RGRGGRR
7393,Janna,Bel'Veth,GRRRRRR
7394,Janna,Blitzcrank,RGRGROG
7395,Janna,Brand,RGRGGRR
7396,Janna,Braum,RGRGRRR
7397,Janna,Caitlyn,GRRGGRR
7398,Janna,Camille,GRRGRRR
7399,Janna,Cassiopeia,GRRGROR
7400,Janna,Cho'Gath,RRRGRRG
7401,Janna,Corki,RRRGGRG
7402,Janna,Darius,RRRGRRR
7403,Janna,Diana,GRRGRRR
7404,Janna,Dr. Mundo,RRRRROG
7405,Janna,Draven,RRRGGRR
7406,Janna,Ekko,RRRGROR
7407,Janna,Elise,GRRGORR
7408,Janna,Evelynn,GROGRRG
7409,Janna,Ezreal,RRRGGRR
7410,Janna,Fiddlesticks,RROGGRG
7411,Janna,Fiora,GRRGRRR
7412,Janna,Fizz,RRRGRRR
7413,Janna,Galio,RORGRRR
7414,Janna,Gangplank,RRRGRRG
7415,Janna,Garen,RRRRRRR
7416,Janna,Gnar,RRRRORR
7417,Janna,Gragas,RRRGRRR
7418,Janna,Graves,RRRGGRR
7419,Janna,Gwen,GRRGRRR
7420,Janna,Hecarim,RRRGRRR
7421,Janna,Heimerdinger,RORGGRG
7422,Janna,Illaoi,GRRGRRR
7423,Janna,Irelia,GRRGRRR
7424,Janna,Ivern,RRRGGRR
7425,Janna,Janna,GGGGGGG
7426,Janna,Jarvan IV,RRRGRRR
7427,Janna,Jax,RRRGROG
7428,Janna,Jayce,RRRGORR
7429,Janna,Jhin,RRRGGRR
7430,Janna,Jinx,GRRGGOR
7431,Janna,K'Sante,RRRGROR
7432,Janna,Kai'Sa,GRRGGOR
7433,Janna,Kalista,GRRGGRR
7434,Janna,Karma,GGRGGRR
7435,Janna,Karthus,RRRGGRG
7436,Janna,Kassadin,RRRGROG
7437,Janna,Katarina,GRRRRRG
7438,Janna,Kayle,GRRGORG
7439,Janna,Kayn,RRRGROR
7440,Janna,Kennen,RRRRGRR
7441,Janna,Kha'Zix,RRRGRRR
7442,Janna,Kindred,RRGGGRR
7443,Janna,Kled,RRRRRRR
7444,Janna,Kog'Maw,RRRGGRR
7445,Janna,LeBlanc,GRRGGRR
7446,Janna,Lee Sin,RRRRRRR
7447,Janna,Leona,GGRGRRR
7448,Janna,Lillia,GROGRRR
7449,Janna,Lissandra,GRRGGRR
7450,Janna,Lucian,RRRGGRR
7451,Janna,Lulu,GGRGGRR
7452,Janna,Lux,GORGGRR
7453,Janna,Malphite,RRRGROG
7454,Janna,Malzahar,RRRGGOR
7455,Janna,Maokai,ROOGRRR
7456,Janna,Master Yi,RRRGRRG
7457,Janna,Millio,RGRGGRR
7458,Janna,Miss Fortune,GRRGGRR
7459,Janna,Mordekaiser,RRRRRRR
7460,Janna,Morgana,GGRGGRG
7461,Janna,Naafiri,GRRGROR
7462,Janna,Nami,GGRGGOR
7463,Janna,Nasus,RRRGROG
7464,Janna,Nautilus,RGRGRRR
7465,Janna,Neeko,GORGGRR
7466,Janna,Nidalee,GRRGGRG
7467,Janna,Nilah,GRRGRRR
7468,Janna,Nocturne,RROGRRR
7469,Janna,Nunu & Willump,RRRGRRG
7470,Janna,Olaf,RRRGRRR
7471,Janna,Orianna,GRRGGRR
7472,Janna,Ornn,RRGGRRR
7473,Janna,Pantheon,RORGRRR
7474,Janna,Poppy,GRRGRRR
7475,Janna,Pyke,RGRGRRR
7476,Janna,Qiyana,GRRGRRR
7477,Janna,Quinn,GRRGGRR
7478,Janna,Rakan,RGRGRRR
7479,Janna,Rammus,RRRGROG
7480,Janna,Rek'Sai,GRRGROR
7481,Janna,Rell,GGRGRRR
7482,Janna,Renata Glasc,GGRGGOR
7483,Janna,Renekton,RRRRROR
7484,Janna,Rengar,RRRRROR
7485,Janna,Riven,GRRRRRR
7486,Janna,Rumble,RRRRRRR
7487,Janna,Ryze,RRRGGRG
7488,Janna,Samira,GRRGGOR
7489,Janna,Searphine,GGRGGOR
7490,Janna,Sejuani,GRRGRRR
7491,Janna,Senna,GGRGGRR
7492,Janna,Sett,RRRRRRR
7493,Janna,Shaco,RROGRRG
7494,Janna,Shen,RRRRRRR
7495,Janna,Shyvana,GRRRRRR
7496,Janna,Singed,RRRGROG
7497,Janna,Sion,RRRGRRG
7498,Janna,Sivir,GRRGGOG
7499,Janna,Skarner,RRRGROR
7500,Janna,Sona,GGRGGRR
7501,Janna,Soraka,GGRGGRG
7502,Janna,Swain,RORGGRR
7503,Janna,Sylas,RRRGRRR
7504,Janna,Syndra,GRRGGRR
7505,Janna,Tahm Kench,ROOGRRR
7506,Janna,Taliyah,GRRGGOR
7507,Janna,Talon,RRRGRRR
7508,Janna,Taric,RGRGRRG
7509,Janna,Teemo,RRRGGRG
7510,Janna,Thresh,RGRGGRR
7511,Janna,Tristana,GRRGGRG
7512,Janna,Trundle,RRRGRRR
7513,Janna,Tryndamere,RRRRRRG
7514,Janna,Twisted Fate,RRRGGRG
7515,Janna,Twitch,RRRGGOG
7516,Janna,Udyr,RRRGRRG
7517,Janna,Urgot,RRRGGOR
7518,Janna,Varus,RRRGGOR
7519,Janna,Vayne,GRRGGRR
7520,Janna,Veigar,RRRGGRG
7521,Janna,Vel'Koz,RORGGRR
7522,Janna,Vex,GRRGGRR
7523,Janna,Vi,GRRGROR
7524,Janna,Viego,RRRRRRR
7525,Janna,Viktor,RRRGGOR
7526,Janna,Vladimir,RRRRGRR
7527,Janna,Volibear,RRGGRRR
7528,Janna,Warwick,RRRGROG
7529,Janna,Wukong,RRRGRRR
7530,Janna,Xayah,GRRGGRR
7531,Janna,Xerath,RORGGOR
